YEAR,STATE,AVG_SCORE,TEST_SUBJECT,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,$/STUDENT
2005,Michigan,277.346682,Mathematics,1721351.0,19106382,1513264,10990030,6603088,11.099643245334624
2005,Minnesota,290.0749958,Mathematics,814660.0,8777363,529037,5912340,2335986,10.774265337686888
2005,Mississippi,262.4562427,Mathematics,494382.0,3639643,552628,1958500,1128515,7.362005493727523
2005,Missouri,276.4499393,Mathematics,902659.0,8340865,694008,3640728,4006129,9.240327742813177
2005,Montana,286.4320012,Mathematics,146552.0,1293070,191687,578321,523062,8.82328456793493
2005,Nebraska,283.962991,Mathematics,284553.0,2895640,295968,878576,1721096,10.176100761545301
2005,Nevada,269.9055855,Mathematics,399727.0,3381646,251421,1996995,1133230,8.459888874156611
2005,New Hampshire,285.253357,Mathematics,202223.0,2332695,125956,878957,1327782,11.535260578668105
2005,New Jersey,283.9026042,Mathematics,1368959.0,23026334,937945,9340953,12747436,16.820324056454577
2005,New Mexico,263.275163,Mathematics,326102.0,2982991,480888,2102670,399433,9.14741706582603
2005,New York,279.7162537,Mathematics,2816426.0,43936450,3156023,19202847,21577580,15.600072574248356
2005,North Carolina,281.8251366,Mathematics,1347177.0,11098165,1116670,6440768,3540727,8.23808972391898
2005,North Dakota,286.9609534,Mathematics,100413.0,969520,148482,341066,479972,9.655323513887645
2005,Ohio,283.2517747,Mathematics,1778784.0,19746239,1413888,8313858,10018493,11.100976284922734
2005,Oklahoma,271.3599024,Mathematics,629145.0,4892548,678448,2440741,1773359,7.776503031892489
2005,Oregon,282.2373254,Mathematics,550502.0,5022050,498217,2440758,2083075,9.12267348710813
2005,Pennsylvania,280.7138351,Mathematics,1755560.0,22657782,1750988,7667114,13239680,12.906298844813051
2005,Rhode Island,272.3450181,Mathematics,153596.0,1903472,145957,747359,1010156,12.392718560379176
2005,South Carolina,281.2343211,Mathematics,701176.0,6337711,639308,2832245,2866158,9.038687861535477
2005,South Dakota,287.303618,Mathematics,124862.0,1053504,176738,350316,526450,8.437346830901316
2005,Tennessee,270.5245768,Mathematics,940769.0,6806262,787269,2962151,3056842,7.234785584984199
2005,Texas,281.102845,Mathematics,4334611.0,37783715,4095588,13017433,20670694,8.716748746311954
2005,Utah,279.1561234,Mathematics,488055.0,3181279,326400,1729443,1125436,6.518279702082757
2005,Vermont,287.3564876,Mathematics,92819.0,1628681,95016,1090494,443171,17.546849244228014
2005,Virginia,284.3716282,Mathematics,1203697.0,12182657,826830,4871813,6484014,10.121032950983512
2005,Washington,285.0522297,Mathematics,1019925.0,9141383,796450,5588494,2756439,8.962799225433242
2005,West Virginia,269.0994928,Mathematics,279456.0,2701056,329159,1607433,764464,9.665407076605977
2005,Wisconsin,284.5415566,Mathematics,869301.0,9584108,565072,4770290,4248746,11.025074168786185
2005,Wyoming,282.1006096,Mathematics,84146.0,1132160,106484,585789,439887,13.454709671285622
2003,Alabama,261.9390222,Mathematics,727900.0,5196054,567704,2966981,1661369,7.138417365022668
2003,Alaska,279.0250699,Mathematics,133303.0,1425948,259423,813371,353154,10.697043577413861
2003,Arizona,271.1773505,Mathematics,875111.0,6529894,740579,2912629,2876686,7.461789418713741
2003,Arkansas,265.7715893,Mathematics,450158.0,3241275,379947,2394336,466992,7.200305226165035
2003,California,267.0495006,Mathematics,6226552.0,59815855,5795655,33617766,20402434,9.606577605069386
2003,Colorado,283.3998585,Mathematics,751049.0,6297242,400219,2715219,3181804,8.384595412549647
2003,Connecticut,283.7298112,Mathematics,548466.0,6959891,351001,2481901,4126989,12.689740111511014
2003,Delaware,277.1583689,Mathematics,111282.0,1242436,91986,794472,355978,11.164752610485074
2003,District of Columbia,243.0596382,Mathematics,67522.0,1114061,152599,0,961462,16.499229880631496
2003,Florida,271.3714902,Mathematics,2536699.0,19549835,1956803,8689141,8903891,7.7068012405098125
2003,Georgia,269.6770092,Mathematics,1495819.0,13524807,1051973,6551699,5921135,9.041740344252881
2003,Hawaii,265.728581,Mathematics,183829.0,2078877,170377,1873318,35182,11.308754331471095
2003,Idaho,279.9392668,Mathematics,248515.0,1685984,162530,994022,529432,6.784234352051184
2003,Illinois,277.160081,Mathematics,2062664.0,19627346,1618724,6792637,11215985,9.515532340701151
2003,Indiana,281.2209398,Mathematics,999713.0,8246076,582940,4569923,3093213,8.248443303228026
2003,Iowa,283.9533447,Mathematics,482210.0,4374803,304688,1974708,2095407,9.07240206549014
2003,Kansas,284.1910881,Mathematics,470264.0,4068800,311152,2397661,1359987,8.652161339162683
2003,Kentucky,274.2784722,Mathematics,660782.0,4872025,503734,2904331,1463960,7.373120030509305
2003,Louisiana,266.3283593,Mathematics,723252.0,5478321,739078,2638985,2100258,7.574567370708965
2003,Maine,281.9037733,Mathematics,203848.0,2162605,163516,874208,1124881,10.608909579686825
2003,Maryland,277.7161125,Mathematics,866743.0,8700979,571108,3317403,4812468,10.038706975424088
2003,Massachusetts,286.5206945,Mathematics,967200.0,11591832,712487,4757632,6121713,11.984937965260546
2003,Michigan,276.4418616,Mathematics,1764327.0,18488359,1357006,11227903,5903450,10.47898660509078
2003,Minnesota,290.680056,Mathematics,825674.0,8484497,463746,6064474,1956277,10.275843734936549
2003,Mississippi,260.9119336,Mathematics,491623.0,3260771,482904,1754451,1023416,6.632665680816398
2003,Missouri,278.7662503,Mathematics,921625.0,7622601,559732,3430809,3632060,8.27082707174827
2003,Montana,285.9280226,Mathematics,149801.0,1205602,171819,553269,480514,8.0480237114572
2003,Nebraska,282.193756,Mathematics,283934.0,2600831,225861,878715,1496255,9.159984362563131
2003,Nevada,268.0431377,Mathematics,369498.0,2778564,191839,1663026,923699,7.519835019404706
2003,New Hampshire,286.1984687,Mathematics,203702.0,2028602,101294,957471,969837,9.95867492709939
2003,New Jersey,281.4071199,Mathematics,1350330.0,19785039,797717,8135014,10852308,14.652002843749306
2003,New Mexico,263.2729067,Mathematics,320264.0,2626262,383513,1905419,337330,8.200303499612819
2003,New York,279.749257,Mathematics,2879228.0,38033080,2591430,17509618,17932032,13.209471427757718
2003,North Carolina,281.2403506,Mathematics,1314632.0,9907235,888996,5970302,3047937,7.536127981062381
2003,North Dakota,287.1446405,Mathematics,103785.0,882913,126023,306647,450243,8.50713494242906
2003,Ohio,281.6072954,Mathematics,1803966.0,18018740,1097349,7844992,9076399,9.988403329109307
2003,Oklahoma,271.9051513,Mathematics,624202.0,4426835,563974,2272785,1590076,7.091991054177974
2003,Oregon,280.8924709,Mathematics,552135.0,4592019,407432,2348070,1836517,8.316840989975278
2003,Pennsylvania,278.5377581,Mathematics,1757066.0,19811545,1419644,6912678,11479223,11.275356190376456
2003,Rhode Island,271.9986944,Mathematics,157286.0,1728055,109011,713197,905847,10.986705746220261
2003,South Carolina,277.3004496,Mathematics,691736.0,5709707,535356,2761951,2412400,8.254170666265743
2003,South Dakota,284.8817364,Mathematics,127632.0,965778,148498,328576,488704,7.566895449417074
2003,Tennessee,268.1757286,Mathematics,905050.0,5994756,608447,2648909,2737400,6.623673830175129
2003,Texas,277.052649,Mathematics,4201914.0,35143236,3360082,13675228,18107926,8.363625719136564
2003,Utah,280.6453697,Mathematics,483066.0,2875622,263030,1607204,1005388,5.952855303416096
2003,Vermont,285.6455722,Mathematics,94901.0,1451171,79956,779124,592091,15.291419479246795
2003,Virginia,281.6766434,Mathematics,1175458.0,10504167,698716,4087720,5717731,8.936233366058167
2003,Washington,281.1513644,Mathematics,1014577.0,8565636,702469,5334268,2528899,8.442568676404058
2003,West Virginia,270.7703534,Mathematics,281591.0,2497707,267470,1519848,710389,8.869981640038212
2003,Wisconsin,283.9158657,Mathematics,875390.0,8931497,530014,4838109,3563374,10.202877574566765
2003,Wyoming,283.5033499,Mathematics,85966.0,962240,84308,489199,388733,11.193262452597539
2000,Alabama,262.1582055,Mathematics,730184.0,4885917,425978,3003814,1456125,6.691350399351396
2000,Alaska,—,Mathematics,132822.0,1313510,199520,774194,339796,9.889250274803873
2000,Arizona,270.7154059,Mathematics,814807.0,5479168,534619,2481089,2463460,6.724497948593961
2000,Arkansas,261.3637127,Mathematics,450751.0,2844855,254735,2126099,464021,6.31136702969045
2000,California,262.1710266,Mathematics,5941946.0,46628207,4024940,26877920,15725347,7.847295650280228
2000,Colorado,—,Mathematics,707436.0,5073266,266207,2083318,2723741,7.171342708032952
2000,Connecticut,281.9024856,Mathematics,530363.0,5884078,234321,2298931,3350826,11.094435320714304
2000,Delaware,—,Mathematics,112743.0,1098555,69540,716375,312640,9.743886538410367
2000,District of Columbia,234.4287981,Mathematics,70762.0,881423,184825,0,696598,12.456162912297561
2000,Florida,—,Mathematics,2377271.0,17558787,1398757,8804217,7355813,7.386110796791783
2000,Georgia,266.3320473,Mathematics,1422941.0,11197766,710741,5406709,5080316,7.869452071449203
2000,Hawaii,262.7725605,Mathematics,185860.0,1404895,127042,1247256,30597,7.558888410631658
2000,Idaho,277.9179135,Mathematics,245226.0,1452222,109898,888384,453940,5.921974015805828
2000,Illinois,276.909459,Mathematics,2003839.0,17595047,1283052,6344130,9967865,8.780669005843285
2000,Indiana,283.0512293,Mathematics,987214.0,8489991,426266,4300608,3763109,8.599949960191003
2000,Iowa,—,Mathematics,497301.0,3822452,217060,1879158,1726234,7.686395161079507
2000,Kansas,283.6796191,Mathematics,469377.0,3518271,221530,2201788,1094953,7.495618660479742
2000,Kentucky,271.5615114,Mathematics,646467.0,4330089,426956,2612740,1290393,6.698082036670085
2000,Louisiana,258.9820018,Mathematics,750755.0,4785331,556240,2361704,1867387,6.374024815019547
2000,Maine,283.6417036,Mathematics,209012.0,1792390,104497,761317,926576,8.575536332842134
2000,Maryland,276.0143601,Mathematics,846582.0,7419047,409021,2804218,4205808,8.763530290036877
2000,Massachusetts,283.1232456,Mathematics,958907.0,9464271,480898,3926522,5056851,9.869852863729225
2000,Michigan,278.4526667,Mathematics,1700074.0,15939477,1030238,9942275,4966964,9.375754820084301
2000,Minnesota,287.6519422,Mathematics,839839.0,7344747,330914,4265438,2748395,8.74542263457639
2000,Mississippi,254.0339003,Mathematics,499362.0,2743284,368830,1504225,870229,5.4935778052795365
2000,Missouri,273.5757804,Mathematics,913517.0,6675260,437898,3097822,3139540,7.307209389644637
2000,Montana,286.584607,Mathematics,157381.0,1104935,130928,487115,486892,7.020764895381272
2000,Nebraska,280.6180687,Mathematics,287566.0,2263952,152143,812998,1298811,7.872808329218336
2000,Nevada,268.1815991,Mathematics,325610.0,2252416,110210,1378678,763528,6.917527102975953
2000,New Hampshire,—,Mathematics,203178.0,1586869,54657,865318,666894,7.8102402819202865
2000,New Jersey,—,Mathematics,1279542.0,15651060,578978,6093162,8978920,12.231767304238549
2000,New Mexico,259.844673,Mathematics,324489.0,2191695,296222,1571088,324385,6.7542967558222315
2000,New York,276.2628588,Mathematics,2861478.0,31906526,1938590,13766358,16201578,11.150365650198953
2000,North Carolina,280.1279472,Mathematics,1261586.0,9064700,622184,5897936,2544580,7.1851621688890015
2000,North Dakota,283.0738441,Mathematics,112349.0,812982,96940,303132,412910,7.236219280990485
2000,Ohio,282.6727535,Mathematics,1822566.0,15327834,843432,6425872,8058530,8.410029595636043
2000,Oklahoma,271.6457939,Mathematics,627032.0,3906833,377776,2162799,1366258,6.230675627400196
2000,Oregon,280.6402228,Mathematics,542739.0,4369400,268568,2457202,1643630,8.050646811819309
2000,Pennsylvania,—,Mathematics,1782444.0,17090654,1022578,6163912,9904164,9.588325916550534
2000,Rhode Island,273.4257851,Mathematics,155351.0,1464820,81655,610999,772166,9.429099265534177
2000,South Carolina,266.3536995,Mathematics,666780.0,4690418,366587,2420494,1903337,7.03443114670506
2000,South Dakota,—,Mathematics,130279.0,868161,105960,302405,459796,6.663859869971369
2000,Tennessee,263.4365997,Mathematics,907222.0,5338531,462000,2429713,2446818,5.884481416896857
2000,Texas,274.8460159,Mathematics,3965971.0,28918934,2406972,12471856,14040106,7.291766379532276
2000,Utah,275.4367099,Mathematics,477835.0,2546642,189502,1507711,849429,5.32954262454613
2000,Vermont,283.4083814,Mathematics,99609.0,1211370,65052,711259,435059,12.161250489413607
2000,Virginia,276.6749915,Mathematics,1132673.0,8911426,491873,3761983,4657570,7.867606979242906
2000,Washington,—,Mathematics,1003714.0,7620930,543966,4812796,2264168,7.592730598556959
2000,West Virginia,270.7800763,Mathematics,290982.0,2243151,210082,1365346,667723,7.708899519557911
2000,Wisconsin,‡,Mathematics,877165.0,7848352,354829,4292527,3200996,8.947406702273803
2000,Wyoming,276.6899803,Mathematics,91883.0,787323,66085,408356,312882,8.568755917852052
